Q,0,:
Layer 0,Attention mechanism,"('<s>', 3)","('пута', 1)","('sime', 1)","('瀬', 0)","('држави', 0)","('unicí', 0)","('őd', 0)","('invånare', 0)","('férences', 0)","('empre', 0)",Intermediate residual stream,"('sime', 2)","('<s>', 1)","('пута', 1)","('瀬', 0)","('unicí', 0)","('férences', 0)","('gerufen', 0)","('invånare', 0)","('cí', 0)","('ímp', 0)",MLP output,"('<s>', 18)","('bolds', 8)","('archivi', 7)","('ungsseite', 3)","('textt', 2)","('пута', 2)","('sime', 1)","('씨', 1)","('trakten', 0)","('ímp', 0)",Block output,"('<s>', 16)","('sime', 4)","('пута', 3)","('bolds', 3)","('archivi', 1)","('씨', 1)","('ímp', 1)","('trakten', 1)","('瀬', 1)","('textt', 1)"
Layer 13,Attention mechanism,"('ija', 4)","('bum', 1)","('Pont', 1)","('Alo', 0)","('generic', 0)","('cus', 0)","('gue', 0)","('vin', 0)","('ved', 0)","('arial', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('proper', 0)","('â', 0)","('t', 0)","('in', 0)","('bridge', 0)","('mask', 0)","('(@', 0)","('res', 0)","('gaz', 0)","('unit', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 14,Attention mechanism,"('gg', 2)","('emein', 2)","('cop', 1)","('rav', 0)","('eor', 0)","('Cop', 0)","('dia', 0)","('eqn', 0)","('ege', 0)","('Dia', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 0)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('res', 1)","('expl', 0)","('gut', 0)","('.', 0)","('eni', 0)","('eth', 0)","('battery', 0)","('atter', 0)","('(', 0)","('fuel', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 0)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 15,Attention mechanism,"('Wikip', 5)","('gior', 3)","('inand', 1)","('wick', 1)","('бан', 1)","('agt', 1)","('chy', 1)","('kten', 0)","('dic', 0)","('tres', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 0)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('ią', 1)","('星', 0)","('istan', 0)","('complex', 0)","('etes', 0)","('ześ', 0)","('inject', 0)","('›', 0)","('ree', 0)","('â', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 0)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 16,Attention mechanism,"('zer', 5)","('pet', 0)","('Pet', 0)","('imm', 0)","('', 0)","('pretty', 0)","('d', 0)","('E', 0)","('dup', 0)","('baar', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 0)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('geprüft', 5)","('guez', 2)","('lês', 2)","('&=\\', 1)","('⁻', 1)","('brary', 0)","('textt', 0)","('≫', 0)","('Unterscheidung', 0)","('prüfe', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 17,Attention mechanism,"('nis', 1)","('vu', 1)","('Sequ', 0)","('tero', 0)","('landa', 0)","('BR', 0)","('erei', 0)","('Apol', 0)","('stood', 0)","('hbar', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('.', 1)","('/', 1)","('in', 1)","('\u200b', 1)","('.', 0)","(';', 0)","('(', 0)","('(', 0)","('iner', 0)","('ingu', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 18,Attention mechanism,"('Dok', 2)","('atin', 1)","('idge', 1)","('vik', 1)","('Tu', 0)","('？', 0)","('functions', 0)","('Private', 0)","('adel', 0)","('tu', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('estanden', 4)","('\n', 1)","('azon', 0)","('onk', 0)","('oure', 0)","('тет', 0)","('multicol', 0)","('ณ', 0)","('ándose', 0)","('сть', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 19,Attention mechanism,"('堂', 2)","('\\[', 2)","('enza', 1)","('esa', 1)","('idense', 1)","('emos', 1)","('riter', 0)","('↓', 0)","('itmap', 0)","('↳', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('textt', 4)","('člán', 3)","('lês', 3)","('prüfe', 2)","('archivi', 2)","('données', 2)","('geprüft', 2)","('prilis', 1)","('ˇ', 1)","('entferne', 1)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 20,Attention mechanism,"('Es', 54)","('es', 37)","('Es', 5)","('ES', 0)","('public', 0)","('Public', 0)","('public', 0)","('Public', 0)","('esch', 0)","('enable', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('uil', 3)","('Contempor', 1)","('ilon', 1)","('aku', 1)","('Mort', 1)","('Por', 0)","('Roland', 0)","('yter', 0)","('ándose', 0)","('tables', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 21,Attention mechanism,"('diff', 10)","('Diff', 8)","('diff', 6)","('cit', 2)","('Society', 0)","('diffusion', 0)","('bben', 0)","('Bert', 0)","('uri', 0)","('Fich', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('es', 39)","('oot', 1)","('outer', 0)","('.', 0)","('száz', 0)","('eso', 0)","('esa', 0)","('Por', 0)","('nest', 0)","('over', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 22,Attention mechanism,"('him', 44)","('he', 35)","('she', 4)","('он', 1)","('she', 0)","('він', 0)","('She', 0)","('him', 0)","('his', 0)","('She', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('ing', 1)","('alis', 1)","('eken', 0)","('Tags', 0)","('Dabei', 0)","('Ob', 0)","('oke', 0)","('me', 0)","('imer', 0)","('isses', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 23,Attention mechanism,"('Hed', 3)","('ppa', 2)","('Kontrola', 0)","('Mang', 0)","('exists', 0)","('eler', 0)","('тро', 0)","('rile', 0)","('ئ', 0)","('bek', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('ue', 2)","('ale', 2)","('oke', 1)","('ille', 1)","('oud', 1)","('oot', 1)","('<s>', 0)","('lik', 0)","('сле', 0)","('alet', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 24,Attention mechanism,"('Es', 92)","('Es', 7)","('Function', 0)","('es', 0)","('function', 0)","('Function', 0)","('functional', 0)","('escape', 0)","('ES', 0)","('Ess', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('igh', 1)","('CD', 1)","('mask', 0)","('Tags', 0)","('ğ', 0)","('oug', 0)","('xis', 0)","('erie', 0)","('�', 0)","('schließ', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 25,Attention mechanism,"('each', 14)","('Each', 5)","('ого', 2)","('ü', 1)","('each', 1)","('read', 0)","('FIG', 0)","('а', 0)","('Object', 0)","('RelativeLayout', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('Dabei', 1)","('(', 1)","('.,', 1)","('I', 1)","('Außerdem', 1)","('oot', 0)","('ild', 0)","('hips', 0)","('←', 0)","('ues', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 26,Attention mechanism,"('es', 83)","('ES', 12)","('Es', 1)","('public', 0)","('Public', 0)","('public', 0)","('Public', 0)","('Es', 0)","('ES', 0)","('ESP', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('(', 5)","('<s>', 2)","('-', 1)","('--', 1)","('ized', 0)","('He', 0)","('&', 0)","('Se', 0)","('No', 0)","('She', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 27,Attention mechanism,"('arg', 17)","('argument', 15)","('arg', 12)","('argued', 10)","('Argument', 6)","('argue', 3)","('arguments', 1)","('Arg', 0)","('Argument', 0)","('arguments', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('kwiet', 1)","('Hinweis', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('<s>', 99)","('jön', 0)","('abei', 0)","('sjö', 0)","('oltre', 0)","('�', 0)","('schließ', 0)","('findet', 0)","('arin', 0)","('éné', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('kwiet', 1)","('Hinweis', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 28,Attention mechanism,"('Exp', 2)","('Ident', 1)","('利', 1)","('Function', 1)","('Power', 1)","('Power', 1)","('brázky', 1)","('Kontrola', 1)","('Э', 1)","('""`', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('kwiet', 1)","('Hinweis', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('<s>', 99)","('entferne', 0)","('mathchar', 0)","('beskre', 0)","('ungsseite', 0)","('$}}%', 0)","('archivi', 0)","('Begriffsklär', 0)","('Audiodateien', 0)","('AccessorImpl', 0)",Block output,"('sierp', 2)","('Unterscheidung', 1)","('kwiet', 1)","('Hinweis', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 29,Attention mechanism,"('isser', 1)","('город', 0)","('瀬', 0)","('stoff', 0)","('CES', 0)","('book', 0)","('rit', 0)","('lon', 0)","('Commonwealth', 0)","('osp', 0)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 1)","('kwiet', 1)","('Hinweis', 1)","('nobody', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('$}}%', 30)","('beskre', 30)","('Хронологија', 1)","('archivi', 0)","('Попис', 0)","('perties', 0)","('Audiodateien', 0)","('Ћ', 0)","('konn', 0)","('ependant', 0)",Block output,"('sierp', 2)","('Unterscheidung', 2)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('Einzeln', 1)","('everybody', 1)","('paździer', 0)","('фев', 0)","('Begriffe', 0)"
Layer 30,Attention mechanism,"('[_', 15)","('________', 4)","('[\\', 3)","('virti', 3)","('[""', 2)","('________________', 1)","('____', 1)","('_', 1)","('unden', 1)","('[', 1)",Intermediate residual stream,"('sierp', 2)","('Unterscheidung', 2)","('Hinweis', 1)","('kwiet', 1)","('nobody', 1)","('Einzeln', 1)","('everybody', 1)","('paździer', 0)","('фев', 0)","('Begriffe', 0)",MLP output,"('Љ', 0)","('Ъ', 0)","('Ћ', 0)","('Џ', 0)","('Ё', 0)","('Щ', 0)","('հ', 0)","('գ', 0)","('Մ', 0)","('Հ', 0)",Block output,"('\n', 2)","('potentially', 1)","('</s>', 0)","('regularly', 0)","('The', 0)","('A', 0)","('dealing', 0)","('I', 0)","('O', 0)","('The', 0)"
Layer 31,Attention mechanism,"('teger', 8)","('ECT', 3)","('multirow', 0)","('conde', 0)","('REATE', 0)","('AXI', 0)","('ɣ', 0)","('IMARY', 0)","('->{', 0)","("")'"", 0)",Intermediate residual stream,"('""', 19)","('A', 5)","('L', 3)","('Es', 3)","('1', 2)","('\n', 2)","('I', 2)","('E', 1)","('Es', 1)","('C', 1)",MLP output,"('Member', 0)","('Organ', 0)","('Contract', 0)","('Foundation', 0)","('Management', 0)","('Policy', 0)","('Identity', 0)","('Question', 0)","('External', 0)","('Object', 0)",Block output,"('The', 3)","('1', 3)","('Public', 3)","('2', 2)","('""', 1)","('A', 1)","('E', 1)","('What', 1)","('C', 1)","('I', 1)"
"
"
